sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.21686249999999999,5.349750280380249,1.0248450473145692,1.0191433051888115,1.1027770706159814,1.008799551120409
MALA,4,0.6282000000000001,10.751612186431885,1.0145285831695166,1.0098416540836581,1.0289358948024063,1.0142320923435233
