sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.2074125,5.364968299865723,1.0654335029056075,1.0305195814635788,1.0904220345496594,1.0095181393765076
MALA,4,0.5892999999999999,10.539958477020264,1.021426320047084,1.0164189084831452,1.0180897998443577,1.0078995477307153
