sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.20587499999999997,5.285388469696045,1.0354867626461965,1.0541693575685371,1.0354086182264148,1.0274835125744104
MALA,4,0.6619416666666667,10.498104333877563,1.0164442551940476,1.0166222938047318,1.0086000164426827,1.0140782996828108
