sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.21381250000000002,5.389978408813477,1.00661647455437,1.0060832242344626,1.0424331623295782,1.0051638258806443
MALA,4,0.6008833333333333,10.982460737228394,1.080161675284047,1.048748883553819,1.2256025030355442,1.0451853523490968
