sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.20587499999999997,5.285388469696045,22.797559653797805,33.35454926846337,30.82507676880728,48.61611487154
MALA,4,0.6619416666666667,10.498104333877563,22.432605164109084,27.977604671835593,19.73793546151782,29.723818172011907
