sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.20587499999999997,5.285388469696045,120.49395893139068,176.29175011544496,162.9225053313494,256.9550529834559
MALA,4,0.6619416666666667,10.498104333877563,235.49982949349777,293.7118128569104,207.21090581035588,312.0437443709869
