sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.24384999999999998,5.524582624435425,2265.023917295957,2395.5145180965915,2116.2825994248306,2461.4263913812815
MALA,4,0.6621250000000001,10.890403747558594,2619.130454493288,2853.483643216557,1754.7036803909236,3644.4547033581175
