sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.23276249999999998,5.176272392272949,1.0039624734353458,1.0045934870352036,1.0039265512937114,1.0037673899851458
MALA,4,0.6156666666666666,10.268953800201416,1.0013940779926978,1.0008731881746653,1.00247590703692,1.0015081668683836
