sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.21686249999999999,5.349750280380249,35.95023382268296,54.653641661342746,24.66687156748174,101.51173011758318
MALA,4,0.6282000000000001,10.751612186431885,32.61250435339757,33.58054208572339,17.34821351482004,33.24192393479378
