sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.2074125,5.364968299865723,111.44615301873021,299.93520387832655,72.00327287887647,294.633559157692
MALA,4,0.5892999999999999,10.539958477020264,227.68253457214917,242.557556590734,253.87348536581544,232.40865861823204
