sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.21686249999999999,5.349750280380249,192.32477347263367,292.38333480157,131.96160308423902,543.0624066584248
MALA,4,0.6282000000000001,10.751612186431885,350.6369992360522,361.0449655158523,186.52126383876146,357.40427447777057
