sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.22649999999999998,5.429214954376221,1212.4070151955477,1498.5116037454952,1293.888136429397,1622.516852775741
MALA,4,0.6114166666666667,10.703696012496948,727.7487805535852,1103.8361931933468,395.94760186503834,544.3639724237937
