sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.24384999999999998,5.524582624435425,409.99005196839227,433.61004458529516,383.0665125840344,445.5406966843622
MALA,4,0.6621250000000001,10.890403747558594,240.49893054520075,262.0181684132923,161.12384086625735,334.64826353890965
