sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.24384999999999998,5.524582624435425,1.0007720440299892,1.0006848532458874,1.000979022199277,1.000616167542624
MALA,4,0.6621250000000001,10.890403747558594,1.0010565558573268,1.000488452031082,1.0017230564269324,1.0014799780543235
