sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.22649999999999998,5.429214954376221,223.31166206972273,276.00889195547865,238.31956319696977,298.84925655189073
MALA,4,0.6114166666666667,10.703696012496948,67.9904193564459,103.12663886423704,36.99167104547395,50.857570299850565
