sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.2427625,5.3733673095703125,460.7489920651715,464.6933442907784,378.41355747209496,489.03810026935
MALA,4,0.63675,10.528869867324829,477.1323070480456,515.9768179237617,337.63840419134954,505.3250387049764
