sampler,n_chains,accept_rate,wall_time_s,log_phi,gamma,log_eta,delta
RWMH,4,0.22649999999999998,5.429214954376221,1.0036133886085947,1.0041854274115949,1.0024855719215247,1.0017797289108337
MALA,4,0.6114166666666667,10.703696012496948,1.0048994956356234,1.0028124328313974,1.010159298311827,1.0085646004312425
