phi_true,gamma_true,n_events,gamma_ci_width_mean,phi_ci_width_mean,gamma_bias_mean,gamma_coverage,rhat_spl,rhat_bpl,rhat_cut,log_BF_bpl_mean,log_BF_cut_mean
6.179999999999999e-19,2.2,971.5,0.787926689792903,2.0582388222245368e-18,0.15405813914319277,1.0,1.5010447341903093,2.0347312650606515,2.10687124403171,1.035990428090372,0.8068166001567079
6.179999999999999e-19,2.5,959.5,0.8508534786659014,2.3481034244183065e-18,0.1908385052834367,1.0,2.1324352190017373,1.651994736821525,2.3003660660141074,-0.345355192480838,-0.7162744380748336
6.179999999999999e-19,2.8,949.5,0.9531207757399798,2.35636639425352e-18,0.017474109180080077,1.0,1.4173897270183753,1.8216842361664447,1.7622404910369136,-0.2614389101690904,-0.8472726226741543
2.06e-18,2.2,1124.0,0.42119934068281717,2.2094301116736958e-18,-0.03274465568410845,1.0,1.6127042712238422,1.991280846829256,2.3392211096196744,0.6352906077954685,8.057759317856835
2.06e-18,2.5,1076.5,0.9109195421730105,2.538199809982062e-18,0.039118411071885184,1.0,2.2573304006829904,1.8083055832330743,2.58549764273279,-0.8802664153672595,-0.6906924207623888
2.06e-18,2.8,1053.0,0.7794003024422971,3.5032344207633695e-18,0.0663567789976931,1.0,2.2339767962506984,1.6402344742954924,2.242388340928223,-0.7538295471267702,-1.712646894482532
6.1799999999999995e-18,2.2,1583.0,0.3800677772930452,5.201018431932946e-18,-0.09794441360638162,1.0,2.464364683914181,2.4218962836519466,1.5446699780629003,-0.3449216197050191,0.4497832529059451
6.1799999999999995e-18,2.5,1410.0,0.46088433607690593,6.3992729906620366e-18,-0.01319032716508528,1.0,2.0853041856239627,2.2766362370858686,2.0391122964209227,3.6356165187207807,0.06304430863019661
6.1799999999999995e-18,2.8,1347.5,0.813962343586419,5.658248824304855e-18,0.05296708215286783,1.0,2.263801423932918,1.9898922112943227,2.5342881928821894,-0.06146860086300876,-5.251379489076498
