prior_type,phi_mult,phi_true,gamma_true,seed,gamma_post_mean,gamma_ci_lo,gamma_ci_hi,gamma_ci_width,gamma_bias,gamma_covered_90,accept_rate,rhat_max,n_events
flat,3.0,6.18e-18,2.3,1,2.2656388423430145,1.9893314012724224,2.454463586615105,0.4651321853426828,-0.0343611576569853,1.0,0.5608916666666666,1.3284622037080864,1511
flat,3.0,6.18e-18,2.3,2,2.1078977375059207,1.6905745776416177,2.368244284536079,0.6776697068944613,-0.1921022624940791,1.0,0.6011083333333334,1.877958868202972,1577
flat,3.0,6.18e-18,2.3,3,2.2018383840936564,1.905769674885532,2.379743315594646,0.4739736407091142,-0.0981616159063434,1.0,0.572225,1.179779044957998,1539
flat,3.0,6.18e-18,2.3,4,2.1672119016714717,1.7399223001747215,2.39425288374131,0.6543305835665887,-0.1327880983285285,1.0,0.6130249999999999,2.235242000435843,1522
flat,3.0,6.18e-18,2.5,0,2.545843441784208,2.341103189553404,2.753279169500437,0.4121759799470328,0.0458434417842079,1.0,0.9918125,3.202505075310174,1406
flat,3.0,6.18e-18,2.5,1,2.6214579076734443,2.42335765348578,2.834448347485002,0.4110906939992222,0.1214579076734443,1.0,0.9941875,2.455122998081153,1414
flat,3.0,6.18e-18,2.5,2,2.4008329977664724,2.246455955156388,2.565863270522135,0.3194073153657473,-0.0991670022335275,1.0,0.991875,2.1498292759981674,1482
flat,3.0,6.18e-18,2.5,3,3.544194997535208,2.375178922993324,4.603463743636764,2.2282848206434407,1.0441949975352078,1.0,0.5898666666666667,1.085128144343522,1437
flat,3.0,6.18e-18,2.5,4,3.0324875274401424,2.2046157965595667,4.247152669549108,2.042536872989541,0.5324875274401424,1.0,0.5781916666666667,1.1615353124988004,1422
flat,3.0,6.18e-18,2.7,0,3.282766671263385,2.257732462415746,4.328040627546466,2.07030816513072,0.5827666712633848,1.0,0.6435833333333334,1.2259007019432775,1363
flat,3.0,6.18e-18,2.7,1,3.370177987781677,2.6560424576928328,4.068868018161461,1.4128255604686282,0.6701779877816767,1.0,0.6224083333333333,1.642584949230658,1374
flat,3.0,6.18e-18,2.7,2,3.164544818446313,2.047938868999061,4.42588309845602,2.377944229456959,0.464544818446313,1.0,0.6721583333333333,1.3953081172022377,1437
flat,3.0,6.18e-18,2.7,3,3.4906796333185075,2.698694902546704,4.327835221909372,1.6291403193626683,0.7906796333185073,1.0,0.5866,1.4160687623016814,1391
flat,3.0,6.18e-18,2.7,4,3.294006477753462,2.433873247143992,4.198910714588342,1.7650374674443503,0.5940064777534619,1.0,0.5637583333333334,1.1289259929671729,1366
flat,3.0,6.18e-18,2.9,0,3.3413261053775787,2.478672560246776,4.197277107792593,1.7186045475458176,0.4413261053775787,1.0,0.6371249999999999,1.265307522885397,1339
