prior_type,phi_mult,phi_true,gamma_true,seed,gamma_post_mean,gamma_ci_lo,gamma_ci_hi,gamma_ci_width,gamma_bias,gamma_covered_90,accept_rate,rhat_max,n_events
lognormal_gamma,0.5,1.03e-18,2.1,0,2.104026071937436,1.8201523027266355,2.3655593851522982,0.5454070824256629,0.0040260719374356,1.0,0.5870333333333333,1.1454223926554108,1025
lognormal_gamma,0.5,1.03e-18,2.1,1,2.2705226400368805,1.9504065968592943,2.567140119096469,0.6167335222371746,0.1705226400368804,1.0,0.6091333333333333,1.2831247506123349,1030
lognormal_gamma,0.5,1.03e-18,2.1,2,2.358047924377193,1.9688655705711533,2.77661209241611,0.8077465218449567,0.2580479243771929,1.0,0.6151916666666668,1.543716890374423,1079
lognormal_gamma,0.5,1.03e-18,2.1,3,2.303152502134504,1.955909720958061,2.592459070834225,0.6365493498761645,0.2031525021345039,1.0,0.6316833333333334,1.1302709718416764,1048
lognormal_gamma,0.5,1.03e-18,2.1,4,2.4217010642299157,2.0108252045713675,2.97711965231868,0.966294447747312,0.3217010642299152,1.0,0.6433,1.113267073370111,1024
lognormal_gamma,0.5,1.03e-18,2.3,0,2.448750110346157,2.021091991301835,3.23280737111851,1.2117153798166749,0.1487501103461572,1.0,0.6076666666666667,1.3287655301135897,995
lognormal_gamma,0.5,1.03e-18,2.3,1,2.6543746592171216,2.0934113603178863,3.5336969717768385,1.4402856114589522,0.3543746592171217,1.0,0.5858666666666666,1.137614101469734,1013
lognormal_gamma,0.5,1.03e-18,2.3,2,2.409489272423756,1.944323488957812,3.262384611388633,1.3180611224308216,0.1094892724237559,1.0,0.6312583333333333,1.210898142590866,1060
lognormal_gamma,0.5,1.03e-18,2.3,3,2.7880347909379264,2.168746838053283,3.879450947509735,1.710704109456452,0.4880347909379265,1.0,0.61465,1.1794666150148607,1021
lognormal_gamma,0.5,1.03e-18,2.3,4,2.3742522108410897,1.8544970140769572,3.3587828881660458,1.5042858740890883,0.0742522108410899,1.0,0.648825,1.1389434481835548,998
lognormal_gamma,0.5,1.03e-18,2.5,0,2.865339627852391,2.204713422013296,3.757222655030609,1.5525092330173125,0.365339627852391,1.0,0.6350166666666667,1.1440247007659614,981
lognormal_gamma,0.5,1.03e-18,2.5,1,3.052083232337928,2.3801742221045776,3.8280340273446223,1.4478598052400449,0.5520832323379277,1.0,0.5548833333333333,1.4056761193423395,999
lognormal_gamma,0.5,1.03e-18,2.5,2,2.417474224669144,1.9128006684032777,3.308382583168028,1.3955819147647504,-0.0825257753308559,1.0,0.63255,1.351524423263211,1039
lognormal_gamma,0.5,1.03e-18,2.5,3,2.9979358679405115,2.2579733864996454,3.899997141296256,1.64202375479661,0.4979358679405115,1.0,0.5923499999999999,1.2196124489690698,1007
lognormal_gamma,0.5,1.03e-18,2.5,4,2.7674140271352985,2.1311734003171456,3.699039733712727,1.567866333395581,0.2674140271352985,1.0,0.593175,1.264399333523873,987
lognormal_gamma,0.5,1.03e-18,2.7,0,2.9373002043768466,2.282481037582843,3.790940494771486,1.5084594571886432,0.2373002043768464,1.0,0.6205,1.1021349191531726,974
lognormal_gamma,0.5,1.03e-18,2.7,1,3.0578433770197333,2.3994270198956715,3.7588257306813886,1.359398710785717,0.3578433770197331,1.0,0.57705,1.0852317342582138,993
lognormal_gamma,0.5,1.03e-18,2.7,2,2.994425523940924,2.241748653106935,3.808798644786646,1.5670499916797112,0.2944255239409239,1.0,0.605675,1.4272188797354206,1030
lognormal_gamma,0.5,1.03e-18,2.7,3,2.983390235938177,2.280555514483559,3.86906767425646,1.5885121597729013,0.2833902359381772,1.0,0.628,1.148043162937791,1000
lognormal_gamma,0.5,1.03e-18,2.7,4,2.916953055944808,2.1860614606005644,3.744523039913671,1.5584615793131062,0.2169530559448071,1.0,0.6286416666666667,1.236009138165917,972
lognormal_gamma,0.5,1.03e-18,2.9,0,3.0621802501718274,2.3274953173927093,3.77509270976048,1.4475973923677703,0.1621802501718274,1.0,0.586275,1.201322874937231,969
lognormal_gamma,0.5,1.03e-18,2.9,1,3.140142412187888,2.5086452621168944,3.743267282063086,1.2346220199461917,0.2401424121878879,1.0,0.5678333333333333,1.0782195065350526,988
lognormal_gamma,0.5,1.03e-18,2.9,2,3.011359186212471,2.277424623046232,3.804496921980338,1.5270722989341063,0.1113591862124709,1.0,0.6350333333333333,1.4871253941621627,1022
lognormal_gamma,0.5,1.03e-18,2.9,3,3.1636666331328755,2.4789662247074107,3.826440726776249,1.3474745020688386,0.2636666331328756,1.0,0.5822833333333334,1.1116997787839695,991
lognormal_gamma,0.5,1.03e-18,2.9,4,3.190698173748095,2.56532035133696,3.702362473960713,1.137042122623753,0.2906981737480949,1.0,0.6067833333333333,1.0975369251999625,968
lognormal_gamma,1.0,2.06e-18,2.1,0,2.174685727818138,1.888411053917782,2.401063579082822,0.5126525251650398,0.0746857278181378,1.0,0.589475,1.203086211745833,1138
lognormal_gamma,1.0,2.06e-18,2.1,1,1.93788216240114,1.6537323027545303,2.186363097868113,0.5326307951135822,-0.1621178375988599,1.0,0.6185416666666668,1.2617481100148673,1165
lognormal_gamma,1.0,2.06e-18,2.1,2,2.088627943807753,1.7995130430924169,2.3123724992648538,0.5128594561724371,-0.011372056192247,1.0,0.6257666666666666,1.51792798225546,1213
lognormal_gamma,1.0,2.06e-18,2.1,3,2.275071471044874,2.031579759137561,2.468001076375687,0.4364213172381257,0.1750714710448737,1.0,0.5853583333333333,1.1330582500460715,1169
lognormal_gamma,1.0,2.06e-18,2.1,4,2.230313751225742,1.9542020796798547,2.4387570134669354,0.4845549337870807,0.1303137512257417,1.0,0.60655,1.1305462956329864,1151
lognormal_gamma,1.0,2.06e-18,2.3,0,2.213440607306216,1.8842707458571477,2.483678561641408,0.5994078157842604,-0.0865593926937839,1.0,0.6078,1.1497457968043907,1098
lognormal_gamma,1.0,2.06e-18,2.3,1,2.5203603963368137,2.1406031973005217,3.009628825278916,0.8690256279783939,0.2203603963368139,1.0,0.613525,1.1226970538582373,1105
lognormal_gamma,1.0,2.06e-18,2.3,2,2.329503825678075,1.9538714720043693,2.646245540644998,0.6923740686406286,0.0295038256780753,1.0,0.6034416666666667,1.3891084690610425,1158
lognormal_gamma,1.0,2.06e-18,2.3,3,2.5195572075197505,2.127299206394413,3.266107326916559,1.138808120522146,0.2195572075197507,1.0,0.6178083333333334,1.120953455463889,1121
lognormal_gamma,1.0,2.06e-18,2.3,4,2.542194675358703,2.064420746095485,3.585481398562216,1.5210606524667305,0.2421946753587032,1.0,0.6330250000000001,1.0979250815085002,1104
lognormal_gamma,1.0,2.06e-18,2.5,0,2.4654046392144,2.208792452596456,2.7224541985387183,0.5136617459422621,-0.0345953607855999,1.0,0.992625,2.970881025665757,1072
lognormal_gamma,1.0,2.06e-18,2.5,1,2.706852629660724,2.413361694475131,3.166467239701271,0.7531055452261404,0.206852629660724,1.0,0.9955,2.754753107555847,1081
lognormal_gamma,1.0,2.06e-18,2.5,2,2.393036438208737,2.1775628311684385,2.587298671690785,0.4097358405223463,-0.1069635617912632,1.0,0.99325,2.299530718881722,1130
lognormal_gamma,1.0,2.06e-18,2.5,3,3.0043810491502474,2.4103193872256505,3.863349817254064,1.4530304300284138,0.5043810491502474,1.0,0.6028,1.1235129503649728,1091
lognormal_gamma,1.0,2.06e-18,2.5,4,2.7372213824142992,2.14172525388511,3.689555644808564,1.547830390923454,0.2372213824142992,1.0,0.659875,1.32584618515053,1074
lognormal_gamma,1.0,2.06e-18,2.7,0,3.0790855794272134,2.469623041510624,3.744126591076989,1.274503549566365,0.3790855794272132,1.0,0.6287416666666668,1.167546790060917,1049
lognormal_gamma,1.0,2.06e-18,2.7,1,2.875904456451873,2.261949058919105,3.6427433414368617,1.3807942825177566,0.1759044564518728,1.0,0.5596833333333333,1.2875879612933112,1067
lognormal_gamma,1.0,2.06e-18,2.7,2,3.2232167420845785,2.628046444435125,3.710083765588942,1.0820373211538166,0.5232167420845784,1.0,0.6095083333333333,1.2811998251548502,1108
lognormal_gamma,1.0,2.06e-18,2.7,3,3.0295560624954385,2.3636250190954127,3.801355877519772,1.4377308584243589,0.3295560624954383,1.0,0.6461916666666667,1.1150996824695816,1076
lognormal_gamma,1.0,2.06e-18,2.7,4,2.7788198137069644,2.1014377497425167,3.723116065054741,1.6216783153122245,0.0788198137069642,1.0,0.6146416666666668,1.3299578148458884,1057
lognormal_gamma,1.0,2.06e-18,2.9,0,2.979660559946913,2.3407983467809688,3.7548043553876673,1.4140060086066986,0.0796605599469129,1.0,0.6358583333333333,1.2239291860679418,1043
lognormal_gamma,1.0,2.06e-18,2.9,1,3.06838526228974,2.441837410446389,3.681351102266308,1.2395136918199192,0.1683852622897399,1.0,0.5474083333333333,1.1187606251190476,1062
lognormal_gamma,1.0,2.06e-18,2.9,2,3.075209125128309,2.398577053158764,3.793414193180204,1.39483714002144,0.1752091251283092,1.0,0.6285666666666667,1.0877262315675498,1098
lognormal_gamma,1.0,2.06e-18,2.9,3,3.161254380083995,2.537191075090388,3.803842962332576,1.2666518872421886,0.261254380083995,1.0,0.6397,1.198111756986796,1069
lognormal_gamma,1.0,2.06e-18,2.9,4,2.964470489812018,2.331051753885245,3.656797987405724,1.3257462335204786,0.064470489812018,1.0,0.5824083333333333,1.2736410566141072,1058
lognormal_gamma,2.0,4.12e-18,2.1,0,1.992365373701088,1.7257245619218435,2.17274994623251,0.4470253843106666,-0.1076346262989123,1.0,0.6498166666666667,1.1825032252581258,1404
lognormal_gamma,2.0,4.12e-18,2.1,1,2.0875349443762894,1.9024483195252773,2.237463651254697,0.3350153317294193,-0.0124650556237106,1.0,0.6172833333333334,1.3005382574167794,1428
lognormal_gamma,2.0,4.12e-18,2.1,2,2.0917236365959493,1.8788339799251932,2.2516834583068825,0.3728494783816891,-0.0082763634040508,1.0,0.59575,1.769455226972678,1470
lognormal_gamma,2.0,4.12e-18,2.1,3,2.1467561824009493,1.959250791848164,2.290431549529984,0.3311807576818197,0.0467561824009492,1.0,0.5958083333333334,1.2885889342180592,1433
lognormal_gamma,2.0,4.12e-18,2.1,4,2.099576903995877,1.8974423475975664,2.24798026261108,0.350537915013513,-0.0004230960041229,1.0,0.6263583333333334,1.4646534114898084,1419
lognormal_gamma,2.0,4.12e-18,2.3,0,2.1844469645315527,1.8916897671885808,2.4117911833291887,0.5201014161406081,-0.115553035468447,1.0,0.5971583333333333,1.290129192310027,1297
lognormal_gamma,2.0,4.12e-18,2.3,1,2.191858219381329,1.9031949904286056,2.415514650972613,0.5123196605440077,-0.1081417806186708,1.0,0.595925,1.1070915522198193,1307
lognormal_gamma,2.0,4.12e-18,2.3,2,2.298846556462376,2.010761327778947,2.5142663504046747,0.5035050226257276,-0.0011534435376239,1.0,0.5887583333333333,1.2671101476054252,1360
lognormal_gamma,2.0,4.12e-18,2.3,3,2.2837499948784243,2.030256517899436,2.472300577061306,0.4420440591618702,-0.0162500051215754,1.0,0.5841666666666666,1.1589254147279082,1328
lognormal_gamma,2.0,4.12e-18,2.3,4,2.3083940617613368,2.0334703944435093,2.516946100533333,0.4834757060898238,0.0083940617613369,1.0,0.6246583333333333,1.3464278583049,1306
lognormal_gamma,2.0,4.12e-18,2.5,0,2.500057217909577,2.04916155879784,3.230850344024917,1.181688785227077,5.721790957702311e-05,1.0,0.6480333333333334,1.2481523142522,1237
lognormal_gamma,2.0,4.12e-18,2.5,1,2.691445940466336,2.231553667401037,3.6080316147105145,1.376477947309477,0.1914459404663357,1.0,0.6241583333333334,1.160697165893298,1252
lognormal_gamma,2.0,4.12e-18,2.5,2,2.521605006744552,2.09906393340727,3.067093612848677,0.9680296794414076,0.0216050067445516,1.0,0.5694333333333332,1.8772813878729029,1306
lognormal_gamma,2.0,4.12e-18,2.5,3,2.8364360687637977,2.272824354709124,3.866814774410488,1.593990419701364,0.3364360687637977,1.0,0.6257166666666667,1.152731239492053,1266
lognormal_gamma,2.0,4.12e-18,2.5,4,2.726625021749617,2.151414798512268,3.708058282515189,1.556643484002921,0.226625021749617,1.0,0.6306833333333334,1.1117316479733013,1245
lognormal_gamma,2.0,4.12e-18,2.7,0,2.734131249751976,2.180969069072415,3.637627440125062,1.4566583710526468,0.0341312497519754,1.0,0.6236333333333334,1.1833035275222248,1210
lognormal_gamma,2.0,4.12e-18,2.7,1,3.031382152045289,2.4136892069257097,3.73965729035584,1.3259680834301304,0.3313821520452888,1.0,0.5981916666666667,1.0901144813848456,1219
lognormal_gamma,2.0,4.12e-18,2.7,2,2.8562958789803887,2.2562663855661222,3.684896704009097,1.4286303184429747,0.1562958789803885,1.0,0.62615,1.3365086819698135,1271
lognormal_gamma,2.0,4.12e-18,2.7,3,3.0794716864219858,2.475725070454893,3.8107250872028033,1.33500001674791,0.3794716864219856,1.0,0.5906083333333334,1.0771677436003149,1235
lognormal_gamma,2.0,4.12e-18,2.7,4,2.9449235075504934,2.38727832770181,3.646377250185642,1.2590989224838327,0.2449235075504932,1.0,0.5546416666666667,1.09261199744915,1213
lognormal_gamma,2.0,4.12e-18,2.9,0,2.9243325938404543,2.3573446625583285,3.6589824560348343,1.3016377934765062,0.0243325938404543,1.0,0.579575,1.2945821835674274,1190
lognormal_gamma,2.0,4.12e-18,2.9,1,3.10482210281708,2.563765688364025,3.641734101318668,1.0779684129546432,0.2048221028170798,1.0,0.5825666666666667,1.136829384244797,1208
lognormal_gamma,2.0,4.12e-18,2.9,2,3.202794301246547,2.6771129067511854,3.6709100660347063,0.9937971592835212,0.3027943012465472,1.0,0.6161333333333333,1.1700961935660954,1252
lognormal_gamma,2.0,4.12e-18,2.9,3,3.014735364294676,2.4203694057319938,3.769401866956544,1.34903246122455,0.1147353642946757,1.0,0.6261500000000001,1.1386336280542275,1221
lognormal_gamma,2.0,4.12e-18,2.9,4,2.970893621178958,2.330908730551875,3.643253698718883,1.312344968167008,0.0708936211789579,1.0,0.598175,1.4086703908062317,1194
lognormal_gamma,3.0,6.18e-18,2.1,0,2.010249451436166,1.785812381287026,2.1591765863985843,0.3733642051115582,-0.0897505485638334,1.0,0.6737416666666667,1.2074603156103842,1659
lognormal_gamma,3.0,6.18e-18,2.1,1,2.021042724487033,1.870489859936301,2.137027455205567,0.2665375952692659,-0.0789572755129666,1.0,0.5889,1.3083515205837666,1701
lognormal_gamma,3.0,6.18e-18,2.1,2,1.9482656002948529,1.7305709684738146,2.116934694082425,0.3863637256086103,-0.1517343997051474,1.0,0.5460916666666668,3.948328065465788,1754
lognormal_gamma,3.0,6.18e-18,2.1,3,2.069106897165603,1.91631185143316,2.187926222586613,0.2716143711534531,-0.0308931028343972,1.0,0.5686083333333333,1.361296839535453,1705
lognormal_gamma,3.0,6.18e-18,2.1,4,2.117121315465011,1.9091052457624775,2.2653247403340018,0.356219494571524,0.0171213154650109,1.0,0.5847666666666667,2.232342365130365,1741
lognormal_gamma,3.0,6.18e-18,2.3,0,2.1114775630110283,1.7778793470933625,2.3210970685314254,0.5432177214380631,-0.1885224369889715,1.0,0.6162249999999999,1.237799961892074,1508
lognormal_gamma,3.0,6.18e-18,2.3,1,2.266259872518557,2.038911277159495,2.441316704278185,0.4024054271186901,-0.0337401274814426,1.0,0.6090916666666666,1.1688749892040284,1511
lognormal_gamma,3.0,6.18e-18,2.3,2,2.153765714839104,1.8649069129238176,2.368533230658495,0.5036263177346776,-0.1462342851608959,1.0,0.596025,1.939001483782548,1577
lognormal_gamma,3.0,6.18e-18,2.3,3,2.227560135560532,1.9847976426771012,2.397011233461144,0.4122135907840423,-0.0724398644394681,1.0,0.6004666666666667,1.3011518261747614,1539
lognormal_gamma,3.0,6.18e-18,2.3,4,2.211417758417438,1.935922870414713,2.398332415747757,0.4624095453330434,-0.0885822415825616,1.0,0.6094833333333334,2.149332940908037,1522
lognormal_gamma,3.0,6.18e-18,2.5,0,2.5389325635621045,2.338789996485163,2.7431008618226835,0.4043108653375205,0.0389325635621045,1.0,0.99175,3.190667388725775,1406
lognormal_gamma,3.0,6.18e-18,2.5,1,2.6069333811497346,2.4160363991917726,2.810911757318787,0.3948753581270146,0.1069333811497346,1.0,0.9941875,2.4358132617511594,1414
lognormal_gamma,3.0,6.18e-18,2.5,2,2.400373106715386,2.249740479301786,2.56323187984913,0.3134914005473441,-0.099626893284614,1.0,0.9919375,2.1420146475104525,1482
lognormal_gamma,3.0,6.18e-18,2.5,3,2.7634786710824115,2.3114120577889263,3.779722011314724,1.4683099535257975,0.2634786710824115,1.0,0.5946416666666666,1.0938007273486448,1437
lognormal_gamma,3.0,6.18e-18,2.5,4,2.6027701181293423,2.15007455708264,3.357021626734703,1.2069470696520632,0.1027701181293423,1.0,0.594,1.137563923035003,1422
lognormal_gamma,3.0,6.18e-18,2.7,0,2.702189973847003,2.2127252490889027,3.5171189179697064,1.3043936688808038,0.002189973847003,1.0,0.6227166666666666,1.1611821342275186,1363
lognormal_gamma,3.0,6.18e-18,2.7,1,3.0202002865173183,2.5116412514762505,3.612932547116443,1.1012912956401926,0.3202002865173181,1.0,0.6016583333333334,1.051619182648481,1374
lognormal_gamma,3.0,6.18e-18,2.7,2,2.6404217466156044,2.066578185586988,3.436825380986292,1.3702471953993045,-0.0595782533843958,1.0,0.5939666666666668,1.1796415387835173,1437
lognormal_gamma,3.0,6.18e-18,2.7,3,3.030595538939702,2.5189771502969864,3.7355558917196903,1.2165787414227045,0.3305955389397019,1.0,0.6274916666666666,1.067074043003908,1391
lognormal_gamma,3.0,6.18e-18,2.7,4,2.8880366822711663,2.315747456300941,3.612390651534528,1.2966431952335866,0.1880366822711661,1.0,0.592,1.1591983205578362,1366
lognormal_gamma,3.0,6.18e-18,2.9,0,2.93977142438249,2.3643741225646044,3.658719554639741,1.2943454320751369,0.03977142438249,1.0,0.602625,1.2282829361637344,1339
lognormal_gamma,3.0,6.18e-18,2.9,1,3.098037885758061,2.6199609375142114,3.586282666572412,0.9663217290582008,0.1980378857580609,1.0,0.5958166666666667,1.1203054156914394,1351
lognormal_gamma,3.0,6.18e-18,2.9,2,3.123209603126068,2.5429210505259063,3.643467665864224,1.1005466153383177,0.2232096031260679,1.0,0.5731916666666667,1.381892563877148,1402
lognormal_gamma,3.0,6.18e-18,2.9,3,3.1017518332142897,2.6059083607201488,3.6625708206520975,1.0566624599319496,0.2017518332142898,1.0,0.5990249999999999,1.0536052587737237,1369
lognormal_gamma,3.0,6.18e-18,2.9,4,3.040199409385597,2.4936454210254686,3.540928900253802,1.0472834792283332,0.1401994093855969,1.0,0.603,1.174074922076042,1412
weakly,0.3,6.179999999999999e-19,2.1,0,2.1315437040902534,1.9008643536815224,2.3719887121605483,0.4711243584790259,0.0315437040902533,1.0,0.5944083333333333,1.0387783000927648,973
weakly,0.3,6.179999999999999e-19,2.1,1,2.332200700267026,2.0654981622032214,2.5994225655566137,0.5339244033533923,0.2322007002670258,1.0,0.6036083333333333,1.0923449733930628,985
weakly,0.3,6.179999999999999e-19,2.1,2,2.2384442655883183,1.9709108972201108,2.5105142066430006,0.5396033094228898,0.1384442655883182,1.0,0.6172583333333334,1.10537334665841,1033
weakly,0.3,6.179999999999999e-19,2.1,3,2.482104446262569,2.1828336292418875,2.8496565563868312,0.6668229271449437,0.3821044462625691,0.0,0.6232666666666666,1.0477222577095653,995
weakly,0.3,6.179999999999999e-19,2.1,4,2.3067100333930144,2.0235158602688585,2.6094661627336917,0.5859503024648327,0.2067100333930143,1.0,0.6118583333333333,1.0450026686954956,971
weakly,0.3,6.179999999999999e-19,2.3,0,2.401031368261269,2.103230700619081,2.783168833355648,0.679938132736567,0.1010313682612693,1.0,0.6097833333333333,1.043790001397458,959
weakly,0.3,6.179999999999999e-19,2.3,1,2.5123338167514424,2.166894312111358,2.9227102493201427,0.7558159372087845,0.2123338167514425,1.0,0.609775,1.0794519389299173,977
weakly,0.3,6.179999999999999e-19,2.3,2,2.3674841537132774,2.045083449165272,2.779655206761795,0.7345717575965227,0.0674841537132775,1.0,0.6118916666666667,1.127446801467387,1014
weakly,0.3,6.179999999999999e-19,2.3,3,2.665520472237952,2.312794704310892,3.110161568185495,0.7973668638746032,0.3655204722379519,0.0,0.6226916666666666,1.051407053368101,983
weakly,0.3,6.179999999999999e-19,2.3,4,2.585433672207245,2.213508754464835,3.0863634791045667,0.8728547246397316,0.2854336722072457,1.0,0.6142333333333333,1.045102199146957,961
weakly,0.3,6.179999999999999e-19,2.5,0,2.650566271553263,2.286719805235889,3.279097854643816,0.9923780494079266,0.1505662715532629,1.0,0.99275,2.368543190320604,950
weakly,0.3,6.179999999999999e-19,2.5,1,2.719884008539364,2.395166758026746,3.120042202429216,0.7248754444024699,0.2198840085393638,1.0,0.9945625,2.497573889168184,969
weakly,0.3,6.179999999999999e-19,2.5,2,2.5816455404005345,2.2961167541917,2.892246904666269,0.5961301504745697,0.0816455404005345,1.0,0.992625,2.486825574568746,1003
weakly,0.3,6.179999999999999e-19,2.5,3,2.6836064874697803,2.300467736335046,3.1732494211134434,0.8727816847783973,0.1836064874697802,1.0,0.6020166666666666,1.031400556745591,974
weakly,0.3,6.179999999999999e-19,2.5,4,2.7205869543461527,2.283581447378126,3.264846461651107,0.9812650142729812,0.2205869543461527,1.0,0.6104416666666667,1.062366325386644,949
weakly,0.3,6.179999999999999e-19,2.7,0,2.7668201853972736,2.358473709817628,3.3187513452911834,0.9602776354735556,0.0668201853972734,1.0,0.5842333333333334,1.051065731588782,942
weakly,0.3,6.179999999999999e-19,2.7,1,2.7567794694319097,2.35285557560938,3.229305920840627,0.8764503452312469,0.0567794694319094,1.0,0.6352583333333333,1.0537976825929756,952
weakly,0.3,6.179999999999999e-19,2.7,2,2.7936787411972857,2.3257803783792794,3.363728407675892,1.0379480292966128,0.0936787411972854,1.0,0.5906583333333333,1.047002720012411,993
weakly,0.3,6.179999999999999e-19,2.7,3,2.826237804659204,2.402058675824821,3.3396319142334487,0.937573238408628,0.1262378046592034,1.0,0.6391416666666667,1.0392542884546867,967
weakly,0.3,6.179999999999999e-19,2.7,4,2.9089804666685626,2.470598696263034,3.395584290368699,0.9249855941056646,0.2089804666685624,1.0,0.6227416666666666,1.0387064489875184,942
weakly,0.3,6.179999999999999e-19,2.9,0,2.743295114690429,2.3139086120686096,3.314519027780459,1.0006104157118494,-0.1567048853095709,1.0,0.6049583333333334,1.0601864345546104,941
weakly,0.3,6.179999999999999e-19,2.9,1,2.9176987412756263,2.502736853648392,3.400088999112272,0.8973521454638802,0.0176987412756264,1.0,0.5930083333333334,1.0522479670071645,956
weakly,0.3,6.179999999999999e-19,2.9,2,2.9302236748010166,2.503056219183561,3.434056249458998,0.9310000302754368,0.0302236748010167,1.0,0.5647583333333334,1.0554797755580203,990
weakly,0.3,6.179999999999999e-19,2.9,3,2.792308026353152,2.3736362999959435,3.3157711093631463,0.9421348093672028,-0.107691973646848,1.0,0.625025,1.0489554939981027,964
weakly,0.3,6.179999999999999e-19,2.9,4,2.938394213640437,2.516616019225,3.3811574670852917,0.8645414478602911,0.0383942136404376,1.0,0.6165916666666666,1.0464307994019824,953
weakly,0.5,1.03e-18,2.1,0,2.1397504950704604,1.9203538299920748,2.361755411436288,0.4414015814442134,0.0397504950704603,1.0,0.6179250000000001,1.0486232895722636,1025
weakly,0.5,1.03e-18,2.1,1,2.291965101592015,2.032033147059464,2.5423676856781263,0.5103345386186624,0.1919651015920149,1.0,0.6001333333333334,1.083870584774709,1030
weakly,0.5,1.03e-18,2.1,2,2.3283479673836998,2.064446807637094,2.5862918578524643,0.5218450502153704,0.2283479673836992,1.0,0.6212083333333333,1.0874375205518834,1079
weakly,0.5,1.03e-18,2.1,3,2.2998273712078268,2.061493655144334,2.527534529946401,0.4660408748020672,0.1998273712078266,1.0,0.6274833333333334,1.043077818303171,1048
weakly,0.5,1.03e-18,2.1,4,2.3637208961810376,2.0888390489541835,2.6398632360660184,0.5510241871118349,0.2637208961810375,1.0,0.6127,1.0279220737635075,1024
weakly,0.5,1.03e-18,2.3,0,2.394941583825416,2.098894547599033,2.778059812616564,0.6791652650175313,0.0949415838254159,1.0,0.6216083333333333,1.0399211789109517,995
weakly,0.5,1.03e-18,2.3,1,2.5261763393704637,2.1996304977944936,2.892666540884697,0.6930360430902036,0.2261763393704634,1.0,0.6034166666666667,1.0747984579507712,1013
weakly,0.5,1.03e-18,2.3,2,2.348067685844652,2.0496722819992472,2.6640283298061607,0.6143560478069134,0.0480676858446522,1.0,0.618325,1.0991997478350528,1060
weakly,0.5,1.03e-18,2.3,3,2.515550500867524,2.195738619304965,2.911036650424716,0.7152980311197505,0.2155505008675242,1.0,0.6247833333333334,1.0454051564385072,1021
weakly,0.5,1.03e-18,2.3,4,2.332109808859434,2.020861327562452,2.673531945498012,0.6526706179355601,0.0321098088594342,1.0,0.6329833333333333,1.0358030221787524,998
weakly,0.5,1.03e-18,2.5,0,2.631864585943903,2.2595685925864517,3.1550330998882004,0.8954645073017491,0.1318645859439029,1.0,0.6029166666666667,1.0461983909288748,981
weakly,0.5,1.03e-18,2.5,1,2.721787247672049,2.339154489130977,3.183394916556942,0.8442404274259654,0.2217872476720495,1.0,0.6104166666666667,1.0524940917142909,999
weakly,0.5,1.03e-18,2.5,2,2.393013896149993,2.056748803885017,2.800513344240833,0.7437645403558157,-0.1069861038500068,1.0,0.6128166666666666,1.1337813960284333,1039
weakly,0.5,1.03e-18,2.5,3,2.698854509611293,2.321748662472331,3.184674953427762,0.8629262909554307,0.198854509611293,1.0,0.6533416666666667,1.037834596355373,1007
weakly,0.5,1.03e-18,2.5,4,2.6124735143561724,2.220760628739141,3.134439545022709,0.913678916283568,0.1124735143561723,1.0,0.6289666666666667,1.049058196783015,987
weakly,0.5,1.03e-18,2.7,0,2.7154829263653046,2.317043143609574,3.269116829355038,0.952073685745464,0.0154829263653044,1.0,0.5914416666666666,1.0430134636302557,974
weakly,0.5,1.03e-18,2.7,1,2.763402040170816,2.3674101532997778,3.214440880078552,0.8470307267787738,0.0634020401708159,1.0,0.5913083333333333,1.0664600032950606,993
weakly,0.5,1.03e-18,2.7,2,2.7512925474375804,2.330427075777968,3.281878378017399,0.9514513022394312,0.0512925474375802,1.0,0.581025,1.141666540732208,1030
weakly,0.5,1.03e-18,2.7,3,2.7061223380102164,2.3044902162293264,3.226320119214395,0.9218299029850688,0.0061223380102162,1.0,0.6153666666666667,1.0400859878480757,1000
weakly,0.5,1.03e-18,2.7,4,2.687447558935751,2.2441356239661165,3.261020565929778,1.0168849419636614,-0.012552441064249,1.0,0.6189166666666667,1.051561423048091,972
weakly,0.5,1.03e-18,2.9,0,2.7864323870245027,2.3458873725160845,3.3433646620906905,0.997477289574606,-0.1135676129754972,1.0,0.6058833333333333,1.0461666597489807,969
weakly,0.5,1.03e-18,2.9,1,2.878113865846018,2.4491432668425563,3.3333178531820926,0.8841745863395363,-0.0218861341539819,1.0,0.5813833333333333,1.0541321469050968,988
weakly,0.5,1.03e-18,2.9,2,2.79123770290971,2.332621445408882,3.3144996334379044,0.9818781880290226,-0.1087622970902892,1.0,0.6096333333333334,1.0339188784000617,1022
weakly,0.5,1.03e-18,2.9,3,2.831701399836189,2.412117355493447,3.34941435464737,0.9372969991539232,-0.068298600163811,1.0,0.6447833333333334,1.0425604635133232,991
weakly,0.5,1.03e-18,2.9,4,2.9078225188373112,2.471028574295252,3.397328804880808,0.9263002305855564,0.0078225188373113,1.0,0.6030833333333334,1.0528545779681333,968
weakly,1.0,2.06e-18,2.1,0,2.1767709317303,1.968413140295292,2.3750984211034245,0.4066852808081327,0.0767709317302998,1.0,0.6075833333333334,1.0834143436458876,1138
weakly,1.0,2.06e-18,2.1,1,1.990120998272613,1.7718300536873284,2.1874310570660547,0.4156010033787263,-0.1098790017273874,1.0,0.6367416666666665,1.1449572160934878,1165
